"Date","Order","id","sp","rep","ind","twig","Row","Col","Treat","Final.lab","chill","time","Term.fl","Lat.fl","Term.lf","Lat.lf","Comments","Observer","Remove","day1","day2","day3","day","tleaf","lleaf","chillport"
2016-02-01,3,"BETALL22_HF_12","BETALL","22","BETALL22",12,5,9,"4_2",NA,"chill4","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,51.3734415685938
2016-02-01,3,"BETALLX1_HF_01","BETALL","X1","BETALLX1",1,8,4,"8_2",NA,"chill8","time2",NA,NA,"3","1","","DF","",32,17,1,17,3,1,53.4607334489438
2016-02-01,2,"BETALLX1_HF_02","BETALL","X1","BETALLX1",2,5,8,"1_2",NA,"chill1","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,45.4964798983769
2016-02-01,2,"BETALLX1_HF_03","BETALL","X1","BETALLX1",3,1,3,"1_1",NA,"chill1","time1",NA,NA,"3","5","","DF","",32,17,1,32,3,5,40.243854
2016-02-01,2,"BETALLX1_HF_06","BETALL","X1","BETALLX1",6,2,8,"4_1",NA,"chill4","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,1,"BETALLX1_HF_07","BETALL","X1","BETALLX1",7,3,6,"8_1",NA,"chill8","time1",NA,NA,"5","3","","DF","",32,17,1,32,5,3,40.243854
2016-02-01,1,"BETALLX1_HF_10","BETALL","X1","BETALLX1",10,8,6,"2_2",NA,"chill2","time2",NA,NA,"0","3","","DF","",32,17,1,17,0,3,49.8365118379173
2016-02-01,2,"BETALLX1_HF_11","BETALL","X1","BETALLX1",11,7,6,"2_2",NA,"chill2","time2",NA,NA,"3","1","","DF","",32,17,1,17,3,1,49.8365118379173
2016-02-01,3,"BETALLX1_HF_12","BETALL","X1","BETALLX1",12,6,1,"4_2",NA,"chill4","time2",NA,NA,"-","-","dead","DF","",32,17,1,17,NA,NA,51.3734415685938
2016-02-01,2,"BETALLX3_HF_01","BETALL","X3","BETALLX3",1,8,4,"2_2",NA,"chill2","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,49.8365118379173
2016-02-01,1,"BETALLX3_HF_05","BETALL","X3","BETALLX3",5,5,2,"1_2",NA,"chill1","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,45.4964798983769
2016-02-01,1,"BETALLX3_HF_06","BETALL","X3","BETALLX3",6,2,7,"4_1",NA,"chill4","time1",NA,NA,"3","3","","DF","",32,17,1,32,3,3,40.243854
2016-02-01,1,"BETALLX3_HF_07","BETALL","X3","BETALLX3",7,6,5,"4_2",9,"chill4","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,51.3734415685938
2016-02-01,1,"BETALLX3_HF_08","BETALL","X3","BETALLX3",8,8,8,"8_2",NA,"chill8","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,53.4607334489438
2016-02-01,2,"BETALLX3_HF_09","BETALL","X3","BETALLX3",9,7,8,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,49.8365118379173
2016-02-01,3,"FAGGRA02_HF_01","FAGGRA","2","FAGGRA02",1,4,1,"2_1",NA,"chill2","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,1,"FAGGRA02_HF_03","FAGGRA","2","FAGGRA02",3,5,8,"4_2",NA,"chill4","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,51.3734415685938
2016-02-01,3,"FAGGRA02_HF_04","FAGGRA","2","FAGGRA02",4,7,5,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,49.8365118379173
2016-02-01,3,"FAGGRA02_HF_06","FAGGRA","2","FAGGRA02",6,7,8,"8_2",NA,"chill8","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,53.4607334489438
2016-02-01,1,"FAGGRA02_HF_08","FAGGRA","2","FAGGRA02",8,1,9,"4_1",NA,"chill4","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,3,"FAGGRA02_HF_09","FAGGRA","2","FAGGRA02",9,3,3,"8_1",NA,"chill8","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,3,"FAGGRA02_HF_10","FAGGRA","2","FAGGRA02",10,5,1,"1_2",NA,"chill1","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,45.4964798983769
2016-02-01,3,"FAGGRA03_HF_02","FAGGRA","3","FAGGRA03",2,1,5,"1_1",NA,"chill1","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,1,"FAGGRA03_HF_03","FAGGRA","3","FAGGRA03",3,2,2,"1_1",NA,"chill1","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,3,"FAGGRA03_HF_05","FAGGRA","3","FAGGRA03",5,7,2,"8_2",NA,"chill8","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,53.4607334489438
2016-02-01,1,"FAGGRA03_HF_06","FAGGRA","3","FAGGRA03",6,5,4,"4_2",NA,"chill4","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,51.3734415685938
2016-02-01,3,"FAGGRA03_HF_08","FAGGRA","3","FAGGRA03",8,3,9,"2_1",NA,"chill2","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,3,"FAGGRA03_HF_10","FAGGRA","3","FAGGRA03",10,1,1,"4_1",NA,"chill4","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,3,"FAGGRA03_HF_11","FAGGRA","3","FAGGRA03",11,1,4,"1_1",NA,"chill1","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,2,"FAGGRA03_HF_12","FAGGRA","3","FAGGRA03",12,3,7,"2_1",NA,"chill2","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,3,"FAGGRA09_HF_01","FAGGRA","9","FAGGRA09",1,1,7,"4_1",NA,"chill4","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,3,"FAGGRA09_HF_02","FAGGRA","9","FAGGRA09",2,4,3,"8_1",NA,"chill8","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,3,"FAGGRA09_HF_04","FAGGRA","9","FAGGRA09",4,1,2,"1_1",NA,"chill1","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,1,"FAGGRA09_HF_05","FAGGRA","9","FAGGRA09",5,3,1,"2_1",NA,"chill2","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,3,"FAGGRA09_HF_06","FAGGRA","9","FAGGRA09",6,5,2,"4_2",NA,"chill4","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,51.3734415685938
2016-02-01,2,"FAGGRA09_HF_07","FAGGRA","9","FAGGRA09",7,1,9,"1_1",NA,"chill1","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,1,"FAGGRA09_HF_08","FAGGRA","9","FAGGRA09",8,4,6,"8_1",NA,"chill8","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,3,"FAGGRA09_HF_09","FAGGRA","9","FAGGRA09",9,4,7,"8_1",NA,"chill8","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,2,"FAGGRA09_HF_11","FAGGRA","9","FAGGRA09",11,8,3,"2_2",NA,"chill2","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,49.8365118379173
2016-02-01,3,"FAGGRA09_HF_12","FAGGRA","9","FAGGRA09",12,3,8,"2_1",NA,"chill2","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,3,"FAGGRA10_HF_01","FAGGRA","10","FAGGRA10",1,6,4,"4_2",8,"chill4","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,51.3734415685938
2016-02-01,1,"FAGGRA10_HF_02","FAGGRA","10","FAGGRA10",2,4,3,"2_1",NA,"chill2","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,3,"FAGGRA10_HF_05","FAGGRA","10","FAGGRA10",5,1,5,"4_1",NA,"chill4","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,2,"FAGGRA10_HF_07","FAGGRA","10","FAGGRA10",7,5,2,"1_2",NA,"chill1","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,45.4964798983769
2016-02-01,3,"FAGGRA10_HF_08","FAGGRA","10","FAGGRA10",8,3,8,"8_1",NA,"chill8","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,3,"FAGGRA10_HF_09","FAGGRA","10","FAGGRA10",9,7,4,"8_2",NA,"chill8","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,53.4607334489438
2016-02-01,3,"FAGGRA10_HF_10","FAGGRA","10","FAGGRA10",10,2,9,"1_1",NA,"chill1","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,3,"FAGGRA10_HF_12","FAGGRA","10","FAGGRA10",12,7,1,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,49.8365118379173
2016-02-01,3,"FAGGRA13_HF_01","FAGGRA","13","FAGGRA13",1,4,2,"8_1",NA,"chill8","time1",NA,NA,"3","1","","DF","",32,17,1,32,3,1,40.243854
2016-02-01,3,"FAGGRA13_HF_03","FAGGRA","13","FAGGRA13",3,3,6,"2_1",NA,"chill2","time1",NA,NA,"-","-","dead","DF","",32,17,1,32,NA,NA,40.243854
2016-02-01,3,"FAGGRA13_HF_04","FAGGRA","13","FAGGRA13",4,3,6,"8_1",NA,"chill8","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,3,"FAGGRA13_HF_05","FAGGRA","13","FAGGRA13",5,6,2,"1_2",NA,"chill1","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,45.4964798983769
2016-02-01,3,"FAGGRA13_HF_07","FAGGRA","13","FAGGRA13",7,6,5,"4_2",9,"chill4","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,51.3734415685938
2016-02-01,3,"FAGGRA13_HF_10","FAGGRA","13","FAGGRA13",10,6,3,"1_2",NA,"chill1","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,45.4964798983769
2016-02-01,3,"FAGGRA13_HF_11","FAGGRA","13","FAGGRA13",11,8,4,"2_2",NA,"chill2","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,49.8365118379173
2016-02-01,3,"FAGGRAX1_HF_01","FAGGRA","X1","FAGGRAX1",1,2,8,"1_1",NA,"chill1","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,3,"FAGGRAX1_HF_02","FAGGRA","X1","FAGGRAX1",2,5,6,"4_2",NA,"chill4","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,51.3734415685938
2016-02-01,3,"FAGGRAX1_HF_04","FAGGRA","X1","FAGGRAX1",4,7,7,"2_2",NA,"chill2","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,49.8365118379173
2016-02-01,3,"FAGGRAX1_HF_05","FAGGRA","X1","FAGGRAX1",5,7,3,"8_2",NA,"chill8","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,53.4607334489438
2016-02-01,3,"FAGGRAX1_HF_06","FAGGRA","X1","FAGGRAX1",6,4,5,"8_1",NA,"chill8","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,3,"FAGGRAX1_HF_07","FAGGRA","X1","FAGGRAX1",7,1,3,"4_1",NA,"chill4","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,3,"FAGGRAX1_HF_09","FAGGRA","X1","FAGGRAX1",9,5,8,"1_2",NA,"chill1","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,45.4964798983769
2016-02-01,1,"FAGGRAX1_HF_10","FAGGRA","X1","FAGGRAX1",10,2,6,"4_1",NA,"chill4","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,3,"FAGGRAX1_HF_11","FAGGRA","X1","FAGGRAX1",11,7,8,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,49.8365118379173
2016-02-01,3,"FAGGRAX2_HF_02","FAGGRA","X2","FAGGRAX2",2,3,4,"8_1",NA,"chill8","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,3,"FAGGRAX2_HF_03","FAGGRA","X2","FAGGRAX2",3,1,4,"4_1",NA,"chill4","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,3,"FAGGRAX2_HF_05","FAGGRA","X2","FAGGRAX2",5,6,3,"4_2",NA,"chill4","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,51.3734415685938
2016-02-01,3,"FAGGRAX2_HF_06","FAGGRA","X2","FAGGRAX2",6,5,6,"1_2",NA,"chill1","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,45.4964798983769
2016-02-01,2,"FAGGRAX2_HF_07","FAGGRA","X2","FAGGRAX2",7,8,8,"8_2",NA,"chill8","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,53.4607334489438
2016-02-01,3,"FAGGRAX2_HF_08","FAGGRA","X2","FAGGRAX2",8,1,3,"1_1",NA,"chill1","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,1,"FAGGRAX2_HF_09","FAGGRA","X2","FAGGRAX2",9,3,2,"2_1",NA,"chill2","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,3,"FAGGRAX2_HF_11","FAGGRA","X2","FAGGRAX2",11,1,7,"1_1",NA,"chill1","time1",NA,NA,"1","-","","DF","",32,17,1,32,1,NA,40.243854
2016-02-01,1,"FAGGRAX2_HF_12","FAGGRA","X2","FAGGRAX2",12,8,7,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,49.8365118379173
2016-02-01,2,"FAGGRAX3_HF_01","FAGGRA","X3","FAGGRAX3",1,2,4,"1_1",NA,"chill1","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,3,"FAGGRAX3_HF_02","FAGGRA","X3","FAGGRAX3",2,8,9,"8_2",NA,"chill8","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,53.4607334489438
2016-02-01,3,"FAGGRAX3_HF_03","FAGGRA","X3","FAGGRAX3",3,2,8,"4_1",NA,"chill4","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,1,"FAGGRAX3_HF_04","FAGGRA","X3","FAGGRAX3",4,2,7,"1_1",NA,"chill1","time1",NA,NA,"-","1","","DF","",32,17,1,32,NA,1,40.243854
2016-02-01,2,"FAGGRAX3_HF_06","FAGGRA","X3","FAGGRAX3",6,8,7,"8_2",NA,"chill8","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,53.4607334489438
2016-02-01,3,"FAGGRAX3_HF_08","FAGGRA","X3","FAGGRAX3",8,1,6,"4_1",NA,"chill4","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,3,"FAGGRAX3_HF_09","FAGGRA","X3","FAGGRAX3",9,2,3,"1_1",NA,"chill1","time1",NA,NA,"3","3","breaking!","DF","",32,17,1,32,3,3,40.243854
2016-02-01,2,"FAGGRAX3_HF_11","FAGGRA","X3","FAGGRAX3",11,8,8,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,49.8365118379173
2016-02-01,3,"FAGGRAX3_HF_12","FAGGRA","X3","FAGGRAX3",12,3,2,"2_1",NA,"chill2","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,3,"HAMVIRX1_HF_01","HAMVIR","X1","HAMVIRX1",1,4,4,"2_1",NA,"chill2","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,2,"HAMVIRX1_HF_02","HAMVIR","X1","HAMVIRX1",2,3,7,"8_1",NA,"chill8","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,13,"HAMVIRX1_HF_03","HAMVIR","X1","HAMVIRX1",3,6,8,"1_2",NA,"chill1","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,45.4964798983769
2016-02-01,2,"HAMVIRX1_HF_05","HAMVIR","X1","HAMVIRX1",5,8,6,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,49.8365118379173
2016-02-01,3,"HAMVIRX1_HF_06","HAMVIR","X1","HAMVIRX1",6,8,10,"8_2",12,"chill8","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,53.4607334489438
2016-02-01,3,"HAMVIRX1_HF_07","HAMVIR","X1","HAMVIRX1",7,6,2,"4_2",NA,"chill4","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,51.3734415685938
2016-02-01,2,"HAMVIRX1_HF_08","HAMVIR","X1","HAMVIRX1",8,1,8,"1_1",NA,"chill1","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,1,"HAMVIRX1_HF_09","HAMVIR","X1","HAMVIRX1",9,3,5,"2_1",NA,"chill2","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,2,"HAMVIRX1_HF_12","HAMVIR","X1","HAMVIRX1",12,5,7,"4_2",NA,"chill4","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,51.3734415685938
2016-02-01,2,"HAMVIRX2_HF_01","HAMVIR","X2","HAMVIRX2",1,1,4,"1_1",NA,"chill1","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,1,"HAMVIRX2_HF_02","HAMVIR","X2","HAMVIRX2",2,6,8,"1_2",1,"chill1","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,45.4964798983769
2016-02-01,2,"HAMVIRX2_HF_05","HAMVIR","X2","HAMVIRX2",5,7,8,"8_2",NA,"chill8","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,53.4607334489438
2016-02-01,2,"HAMVIRX2_HF_06","HAMVIR","X2","HAMVIRX2",6,2,9,"4_1",NA,"chill4","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,2,"HAMVIRX2_HF_07","HAMVIR","X2","HAMVIRX2",7,3,1,"2_1",NA,"chill2","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,2,"HAMVIRX2_HF_08","HAMVIR","X2","HAMVIRX2",8,4,3,"8_1",NA,"chill8","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,3,"HAMVIRX2_HF_09","HAMVIR","X2","HAMVIRX2",9,8,3,"2_2",NA,"chill2","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,49.8365118379173
2016-02-01,3,"HAMVIRX2_HF_12","HAMVIR","X2","HAMVIRX2",12,2,6,"4_1",NA,"chill4","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,3,"HAMVIRX3_HF_01","HAMVIR","X3","HAMVIRX3",1,8,7,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,49.8365118379173
2016-02-01,1,"HAMVIRX3_HF_02","HAMVIR","X3","HAMVIRX3",2,3,4,"8_1",NA,"chill8","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,3,"HAMVIRX3_HF_03","HAMVIR","X3","HAMVIRX3",3,7,4,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,49.8365118379173
2016-02-01,2,"HAMVIRX3_HF_04","HAMVIR","X3","HAMVIRX3",4,1,4,"4_1",NA,"chill4","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,2,"HAMVIRX3_HF_06","HAMVIR","X3","HAMVIRX3",6,1,2,"1_1",NA,"chill1","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,1,"HAMVIRX3_HF_10","HAMVIR","X3","HAMVIRX3",10,7,2,"8_2",NA,"chill8","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,53.4607334489438
2016-02-01,3,"HAMVIRX3_HF_11","HAMVIR","X3","HAMVIRX3",11,6,5,"4_2",9,"chill4","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,51.3734415685938
2016-02-01,3,"HAMVIRX3_HF_12","HAMVIR","X3","HAMVIRX3",12,5,5,"1_2",NA,"chill1","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,45.4964798983769
2016-02-01,3,"HAMVIRX4_HF_02","HAMVIR","X4","HAMVIRX4",2,4,6,"2_1",NA,"chill2","time1",19,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,2,"HAMVIRX4_HF_03","HAMVIR","X4","HAMVIRX4",3,8,5,"8_2",NA,"chill8","time2",16,NA,"0","0","","DF","",32,17,1,17,0,0,53.4607334489438
2016-02-01,1,"HAMVIRX4_HF_06","HAMVIR","X4","HAMVIRX4",6,8,9,"2_2",5,"chill2","time2",19,NA,"0","0","","DF","",32,17,1,17,0,0,49.8365118379173
2016-02-01,3,"HAMVIRX4_HF_08","HAMVIR","X4","HAMVIRX4",8,2,2,"4_1",NA,"chill4","time1",19,19,"3","1","breaking","DF","",32,17,1,32,3,1,40.243854
2016-02-01,3,"HAMVIRX4_HF_09","HAMVIR","X4","HAMVIRX4",9,5,5,"4_2",NA,"chill4","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,51.3734415685938
2016-02-01,1,"HAMVIRX4_HF_10","HAMVIR","X4","HAMVIRX4",10,5,8,"1_2",NA,"chill1","time2",19,19,"1","1","","DF","",32,17,1,17,1,1,45.4964798983769
2016-02-01,2,"HAMVIRX4_HF_11","HAMVIR","X4","HAMVIRX4",11,4,9,"8_1",NA,"chill8","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,2,"HAMVIRX4_HF_11","HAMVIR","X4","HAMVIRX4",NA,4,9,"8_1",NA,"chill8","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,3,"HAMVIRX4_HF_12","HAMVIR","X4","HAMVIRX4",12,1,1,"1_1",NA,"chill1","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,1,"HAMVIRX5_HF_01","HAMVIR","X5","HAMVIRX5",1,1,6,"1_1",NA,"chill1","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,2,"HAMVIRX5_HF_02","HAMVIR","X5","HAMVIRX5",2,7,3,"2_2",NA,"chill2","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,49.8365118379173
2016-02-01,2,"HAMVIRX5_HF_03","HAMVIR","X5","HAMVIRX5",3,2,3,"4_1",NA,"chill4","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,2,"HAMVIRX5_HF_04","HAMVIR","X5","HAMVIRX5",4,2,8,"1_1",NA,"chill1","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,1,"HAMVIRX5_HF_08","HAMVIR","X5","HAMVIRX5",8,4,7,"2_1",NA,"chill2","time1",19,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,3,"HAMVIRX5_HF_09","HAMVIR","X5","HAMVIRX5",9,8,7,"8_2",NA,"chill8","time2",19,NA,"0","0","","DF","",32,17,1,17,0,0,53.4607334489438
2016-02-01,2,"HAMVIRX5_HF_10","HAMVIR","X5","HAMVIRX5",10,7,9,"8_2",NA,"chill8","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,53.4607334489438
2016-02-01,1,"HAMVIRX5_HF_12","HAMVIR","X5","HAMVIRX5",12,6,6,"4_2",10,"chill4","time2",19,NA,"0","0","","DF","",32,17,1,17,0,0,51.3734415685938
2016-02-01,3,"HAMVIRX6_HF_01","HAMVIR","X6","HAMVIRX6",1,2,4,"4_1",NA,"chill4","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,1,"HAMVIRX6_HF_03","HAMVIR","X6","HAMVIRX6",3,6,2,"1_2",NA,"chill1","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,45.4964798983769
2016-02-01,3,"HAMVIRX6_HF_04","HAMVIR","X6","HAMVIRX6",4,7,10,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,49.8365118379173
2016-02-01,1,"HAMVIRX6_HF_05","HAMVIR","X6","HAMVIRX6",5,3,3,"8_1",NA,"chill8","time1",NA,NA,"1","0","","DF","",32,17,1,32,1,0,40.243854
2016-02-01,2,"HAMVIRX6_HF_06","HAMVIR","X6","HAMVIRX6",6,3,4,"2_1",NA,"chill2","time1",NA,NA,"1","1","","DF","",32,17,1,32,1,1,40.243854
2016-02-01,3,"HAMVIRX6_HF_07","HAMVIR","X6","HAMVIRX6",7,5,1,"4_2",NA,"chill4","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,51.3734415685938
2016-02-01,1,"HAMVIRX6_HF_08","HAMVIR","X6","HAMVIRX6",8,8,6,"8_2",NA,"chill8","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,53.4607334489438
2016-02-01,2,"HAMVIRX6_HF_10","HAMVIR","X6","HAMVIRX6",10,5,1,"1_2",NA,"chill1","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,45.4964798983769
2016-02-01,3,"HAMVIRX6_HF_12","HAMVIR","X6","HAMVIRX6",12,2,5,"4_1",NA,"chill4","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,2,"HAMVIRX7_HF_01","HAMVIR","X7","HAMVIRX7",1,1,5,"4_1",NA,"chill4","time1",NA,NA,"0","0","","DF","",32,17,1,32,0,0,40.243854
2016-02-01,3,"HAMVIRX7_HF_04","HAMVIR","X7","HAMVIRX7",4,7,5,"8_2",NA,"chill8","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,53.4607334489438
2016-02-01,2,"HAMVIRX7_HF_05","HAMVIR","X7","HAMVIRX7",5,8,2,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,49.8365118379173
2016-02-01,1,"HAMVIRX7_HF_06","HAMVIR","X7","HAMVIRX7",6,6,7,"4_2",11,"chill4","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,51.3734415685938
2016-02-01,2,"HAMVIRX7_HF_10","HAMVIR","X7","HAMVIRX7",10,2,9,"1_1",NA,"chill1","time1",NA,NA,"1","1","turning yellow","DF","",32,17,1,32,1,1,40.243854
2016-02-01,2,"HAMVIRX7_HF_11","HAMVIR","X7","HAMVIRX7",11,7,3,"8_2",NA,"chill8","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,53.4607334489438
2016-02-01,3,"HAMVIRX7_HF_12","HAMVIR","X7","HAMVIRX7",12,6,4,"1_2",NA,"chill1","time2",NA,NA,"1","1","","DF","",32,17,1,17,1,1,45.4964798983769
2016-02-01,3,"HAMVIRX8_HF_03","HAMVIR","X8","HAMVIRX8",3,8,5,"2_2",NA,"chill2","time2",NA,NA,"0","0","","DF","",32,17,1,17,0,0,49.8365118379173
